Timestamp,ApplicationName,ErrorType,ErrorMessage,SeverityLevel
2026-05-31 15:14:22,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 20:19:51,UserDashboard,OutOfMemoryError,Java heap space out of memory.,High
2026-05-24 22:07:01,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-31 08:06:11,InventoryManager,NullPointerException,Attempted to access a null object reference.,High
2026-05-28 08:43:18,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-03 00:24:07,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-21 08:32:00,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 14:07:32,InventoryManager,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-16 09:46:05,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-24 19:54:08,PaymentGateway,NullPointerException,Attempted to access a null object reference.,High
2026-05-13 22:32:51,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 18:33:54,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-10 23:14:56,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-13 16:13:31,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-21 06:04:03,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-21 10:52:48,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-12 23:32:36,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-15 07:43:26,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Low
2026-05-19 13:36:13,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-01 17:01:39,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-30 08:13:56,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-30 18:42:22,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-22 23:51:50,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-18 23:43:12,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-15 19:28:30,InventoryManager,NullPointerException,Attempted to access a null object reference.,High
2026-05-16 17:32:25,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-06-01 00:46:18,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-14 23:58:07,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-23 03:56:15,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-02 19:38:50,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-23 23:49:00,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-22 03:48:57,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-17 17:28:28,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 18:47:59,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-06-08 03:17:24,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-19 19:20:33,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-06-06 02:01:31,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-13 06:25:52,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-20 14:03:47,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-19 12:26:29,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-10 00:35:26,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-01 08:31:04,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-24 10:52:26,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-07 03:29:36,InventoryManager,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-25 14:37:37,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-13 03:06:21,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 17:32:48,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 08:06:19,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-02 05:18:33,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-24 07:30:39,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-27 13:57:08,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-29 02:20:00,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-14 06:20:10,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-18 16:47:29,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-31 10:46:32,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-06-05 17:13:19,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-16 08:57:53,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-06-02 10:46:39,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Low
2026-06-02 13:15:57,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 21:07:15,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-13 22:01:30,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-22 14:16:00,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-02 13:37:35,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-12 11:01:47,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-15 23:21:39,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-08 13:17:15,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-29 07:47:40,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-15 04:20:34,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-22 07:02:59,AuthService,NullPointerException,Attempted to access a null object reference.,Medium
2026-06-04 02:19:29,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-30 04:09:01,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-10 15:59:36,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-28 00:37:48,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-24 01:14:06,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-13 01:36:51,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-16 13:43:58,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-13 21:22:03,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-24 17:03:51,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-05 03:59:47,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-10 05:51:12,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-11 23:42:01,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-31 22:45:24,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 05:29:31,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-13 06:02:32,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-22 10:25:48,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-30 03:25:50,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-18 10:57:32,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-25 00:16:17,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-14 03:00:32,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-13 21:44:40,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-18 04:31:17,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-17 23:46:43,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-19 22:34:37,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-17 22:01:09,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-24 11:16:02,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-06-07 10:19:27,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 13:33:50,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,High
2026-05-17 08:49:23,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-28 12:16:50,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-03 15:01:03,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-02 07:21:57,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-31 18:47:33,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-05 06:58:29,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-20 19:30:11,InventoryManager,OutOfMemoryError,Java heap space out of memory.,High
2026-06-06 12:54:51,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 07:20:00,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-26 05:35:38,OrderProcessing,NullPointerException,Attempted to access a null object reference.,High
2026-05-13 22:53:56,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-24 21:33:47,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 13:57:36,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-06-07 11:48:22,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-12 21:12:26,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-15 13:26:01,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-25 12:36:51,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 08:47:26,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-19 04:48:04,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-01 12:37:57,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-08 07:44:05,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 18:57:58,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-26 14:42:04,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-28 09:24:14,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Critical
2026-06-04 02:59:40,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-10 11:25:09,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-29 04:44:35,AuthService,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-22 04:30:34,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-07 09:20:08,UserDashboard,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-30 21:47:37,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-12 07:26:08,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,High
2026-05-29 14:19:58,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-06-08 01:03:43,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-06-03 01:23:14,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-14 03:11:21,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-07 06:22:00,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-13 19:25:08,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-12 17:18:25,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-23 19:31:35,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-25 06:08:51,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-10 11:25:27,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-31 09:53:21,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-17 20:36:12,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-14 07:10:36,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-13 04:19:22,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,High
2026-05-30 02:41:20,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-06-07 23:12:32,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 14:56:38,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-15 18:39:47,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-19 10:40:16,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 17:36:56,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-31 06:34:19,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-01 05:17:27,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-10 17:29:31,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-25 10:22:59,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-07 10:44:25,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-19 19:48:59,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 00:47:06,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-27 04:09:45,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-10 01:29:08,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-20 16:05:57,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-31 21:54:02,UserDashboard,NullPointerException,Attempted to access a null object reference.,Low
2026-05-11 07:20:43,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 09:37:41,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-20 19:47:44,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-22 18:20:00,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-12 21:54:44,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-16 20:49:13,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 12:02:22,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-19 11:57:55,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-29 18:15:48,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-25 09:53:00,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-06-02 17:47:53,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-22 04:35:27,UserDashboard,NullPointerException,Attempted to access a null object reference.,Low
2026-05-25 04:33:47,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-20 13:48:07,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-22 17:47:36,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-14 07:28:05,InventoryManager,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-17 07:47:38,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-18 15:38:14,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-31 04:42:52,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 16:40:14,AuthService,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-13 07:16:01,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 17:42:51,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-12 11:30:46,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 22:16:53,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-16 09:33:25,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-27 14:30:23,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-20 03:11:01,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-27 02:19:56,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-28 23:54:16,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-22 23:11:44,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-18 22:41:39,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-19 11:22:51,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-12 18:31:36,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 00:46:08,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-21 12:27:14,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-30 13:06:57,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 06:19:28,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-16 23:56:45,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-03 17:31:02,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-14 18:53:08,AuthService,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-27 19:19:41,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-10 13:38:07,OrderProcessing,NullPointerException,Attempted to access a null object reference.,High
2026-05-29 23:56:56,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-11 22:29:37,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-11 14:34:58,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-26 12:58:43,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-06-01 13:48:04,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-30 08:36:54,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-26 06:31:03,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-26 01:24:34,AuthService,NullPointerException,Attempted to access a null object reference.,Low
2026-05-10 15:18:57,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-18 09:52:57,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-01 08:31:10,AuthService,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-25 16:59:28,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 11:41:00,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 17:29:07,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-14 22:14:46,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 09:16:44,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-12 21:30:17,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-14 20:31:15,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-13 15:55:24,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-25 20:18:48,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-20 02:43:21,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-29 13:31:49,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-13 21:30:34,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-05 21:09:42,AuthService,NullPointerException,Attempted to access a null object reference.,Low
2026-05-25 18:52:27,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-22 07:20:01,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-06 05:33:43,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-01 11:23:30,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-20 09:22:03,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-17 00:54:20,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-31 07:11:46,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-24 19:22:16,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 02:20:06,OrderProcessing,NullPointerException,Attempted to access a null object reference.,High
2026-05-30 19:52:30,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-19 04:25:36,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-05 09:42:16,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-22 17:45:23,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-11 11:16:10,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-22 21:14:06,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-13 22:05:24,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-13 04:21:51,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-29 03:57:31,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-25 11:21:43,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-31 23:41:04,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 19:13:56,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-28 00:49:30,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-12 12:58:59,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 23:40:24,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-11 23:16:36,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-29 18:47:13,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-06-05 09:07:27,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-31 03:31:43,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-07 11:13:30,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-07 08:24:12,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-15 05:26:42,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 00:09:13,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-27 10:22:19,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 16:03:40,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-10 09:23:40,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-18 17:04:00,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-11 22:05:41,PaymentGateway,NullPointerException,Attempted to access a null object reference.,High
2026-05-28 02:51:43,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-09 19:46:56,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-27 01:09:10,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-27 20:08:00,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-03 14:55:29,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-01 22:28:21,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-17 04:09:40,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-13 08:22:59,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 20:37:40,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-14 06:27:39,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-31 22:34:34,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-06 13:24:05,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-30 20:44:35,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-22 20:14:31,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-16 18:50:47,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-16 23:47:13,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 11:02:55,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-25 22:22:26,InventoryManager,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-18 09:06:51,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-09 17:44:50,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
